student_id,department,gender,attendance_rate,study_hours_per_week,previous_grade,socio_economic_band,final_grade,risk_category
756,Engineering,Male,88,24.0,46,High,62.9519936465945,Medium Risk
757,Arts,Male,80,20.0,75,Medium,66.45503937462422,Low Risk
758,IT,Male,49,9.0,60,High,47.02030272615836,High Risk
759,Arts,Male,49,14.0,84,Medium,63.571297927726306,Medium Risk
760,IT,Male,96,18.0,36,Medium,49.95080606698974,High Risk
761,Engineering,Female,46,21.0,89,High,71.18212381066459,Low Risk
762,Engineering,Female,87,20.0,90,Medium,76.34079099774198,Low Risk
763,Arts,Female,89,31.0,48,High,76.44316347615552,Low Risk
764,Arts,Female,77,22.0,40,High,53.26289245860977,Medium Risk
765,IT,Female,66,12.0,95,Low,61.140296558879754,Medium Risk
766,Health,Male,91,4.0,46,High,53.596751953181865,Medium Risk
767,IT,Male,72,3.0,47,Low,41.54718024388127,High Risk
768,Arts,Male,40,27.0,53,High,57.95332958974265,Medium Risk
769,Arts,Male,83,13.0,78,Medium,65.80106988421379,Low Risk
770,Business,Female,92,7.0,93,High,70.78527094798581,Low Risk
771,Arts,Female,99,8.0,71,Medium,65.99296697698001,Low Risk
772,Business,Female,73,34.0,59,Low,79.4998379976192,Low Risk
773,Health,Male,43,20.0,50,Medium,58.95775466538001,Medium Risk
774,IT,Female,56,17.0,72,High,66.52277582144,Low Risk
775,IT,Male,43,32.0,77,Medium,77.53023217478238,Low Risk
776,Business,Female,82,7.0,48,Low,49.427670697460414,High Risk
777,IT,Female,93,16.0,40,Medium,63.44392657071724,Medium Risk
778,Arts,Male,65,30.0,57,Medium,74.3356045308071,Low Risk
779,Engineering,Male,43,33.0,94,High,88.46480043083568,Low Risk
780,Business,Female,40,5.0,46,High,38.99736826042984,High Risk
781,IT,Female,46,21.0,47,Medium,47.24047659149363,High Risk
782,Business,Male,69,13.0,40,Low,42.48422097554976,High Risk
783,Business,Female,89,2.0,97,Medium,58.64250273357554,Medium Risk
784,Engineering,Female,48,11.0,72,Low,57.556832140401525,Medium Risk
785,Arts,Male,74,11.0,84,Low,54.24214601937253,Medium Risk
786,Business,Female,47,1.0,86,Low,47.668544334647954,High Risk
787,IT,Male,63,1.0,74,Medium,48.07525854655777,High Risk
788,Health,Female,58,14.0,42,Low,54.47588835211715,Medium Risk
789,Business,Male,75,22.0,95,Medium,81.03203214398333,Low Risk
790,Business,Female,89,28.0,42,Low,64.1407436564966,Medium Risk
791,Engineering,Male,91,16.0,68,Low,62.94387023611125,Medium Risk
792,Arts,Female,98,31.0,94,Medium,89.30802686861306,Low Risk
793,Health,Male,82,6.0,91,High,59.82233620200115,Medium Risk
794,IT,Female,66,29.0,80,High,78.60259059545645,Low Risk
795,Health,Female,71,27.0,56,Medium,63.607350842673654,Medium Risk
796,IT,Female,53,13.0,74,Medium,64.92397194391373,Medium Risk
797,Arts,Female,96,29.0,79,High,80.39831176828535,Low Risk
798,IT,Female,57,16.0,89,High,73.92662054317488,Low Risk
799,Engineering,Female,67,31.0,85,High,91.06097818863603,Low Risk
800,Engineering,Female,99,5.0,39,Medium,54.239815298134204,Medium Risk
801,Engineering,Female,68,23.0,47,Low,57.98740035501949,Medium Risk
802,Engineering,Female,55,5.0,62,Medium,45.75470527506141,High Risk
803,Health,Male,74,26.0,96,High,76.7357731986963,Low Risk
804,Arts,Male,86,17.0,58,Low,70.2654422102025,Low Risk
805,IT,Female,98,23.0,41,Medium,68.60609131078239,Low Risk
806,IT,Male,98,23.0,72,High,77.44407871247988,Low Risk
807,Engineering,Female,70,33.0,71,Medium,74.80753092006239,Low Risk
808,Engineering,Female,43,14.0,76,Low,40.0349632882259,High Risk
809,Business,Male,76,17.0,39,High,41.21875485778547,High Risk
810,Arts,Female,56,17.0,98,Medium,80.87678917367742,Low Risk
811,Health,Female,78,23.0,84,Low,75.68299942915117,Low Risk
812,IT,Male,87,0.0,49,Low,42.234026857309715,High Risk
813,Business,Male,85,17.0,87,Medium,78.58332614973072,Low Risk
814,Business,Female,65,11.0,59,Low,63.08401326869759,Medium Risk
815,IT,Male,87,27.0,43,High,78.80002792967383,Low Risk
816,Health,Male,78,6.0,72,Low,49.36598997710287,High Risk
817,Business,Female,80,22.0,56,Medium,56.14457657137556,Medium Risk
818,Business,Male,43,17.0,83,High,78.10768555460062,Low Risk
819,Arts,Male,69,33.0,49,Low,87.76394966995673,Low Risk
820,Health,Female,69,10.0,99,Low,67.4807215785757,Low Risk
821,Business,Male,61,21.0,88,High,64.57707052650906,Medium Risk
822,Health,Male,50,34.0,64,High,80.57935920336365,Low Risk
823,IT,Female,41,28.0,54,Low,61.35209788392434,Medium Risk
824,Engineering,Female,83,27.0,67,High,77.37211326136034,Low Risk
825,Business,Female,51,17.0,41,Medium,53.71675305863077,Medium Risk
826,Arts,Male,69,17.0,42,Low,51.7062484812398,Medium Risk
827,IT,Female,75,17.0,62,Medium,55.785110533910334,Medium Risk
828,Health,Female,57,27.0,79,Low,72.50154838950816,Low Risk
829,IT,Male,65,23.0,45,Medium,64.51691757196808,Medium Risk
830,Business,Female,92,17.0,65,Medium,61.11151333443011,Medium Risk
831,Health,Female,46,7.0,46,High,39.17209944615085,High Risk
832,Engineering,Female,40,3.0,85,Low,50.650537726855184,Medium Risk
833,IT,Female,97,26.0,78,High,82.82969807309641,Low Risk
834,Business,Male,65,4.0,84,High,54.37201865131443,Medium Risk
835,Arts,Female,62,32.0,51,Low,51.3965253989344,Medium Risk
836,Health,Female,65,33.0,69,Medium,77.25209883694312,Low Risk
837,IT,Male,84,29.0,35,Low,73.93341745145388,Low Risk
838,IT,Female,45,7.0,63,Low,40.907633197297145,High Risk
839,Engineering,Male,45,25.0,85,Low,67.95263564969733,Low Risk
840,Engineering,Male,83,33.0,98,High,89.25128228935108,Low Risk
841,Arts,Male,47,6.0,38,Low,40.02019535637487,High Risk
842,Arts,Female,63,27.0,62,Low,73.59077964124342,Low Risk
843,Business,Male,61,27.0,50,Low,70.4524875869385,Low Risk
844,Business,Male,58,13.0,97,Medium,55.29271622825266,Medium Risk
845,Arts,Male,76,3.0,87,Medium,55.587299740406195,Medium Risk
846,Arts,Female,57,17.0,51,Medium,51.96933395349996,Medium Risk
847,Health,Female,70,24.0,74,Medium,71.61656976040868,Low Risk
848,Engineering,Female,76,6.0,47,High,42.153834737692264,High Risk
849,Business,Female,69,27.0,86,High,78.4233743693199,Low Risk
850,Engineering,Female,96,4.0,92,Low,70.4978686962399,Low Risk
851,Engineering,Female,81,2.0,71,High,39.87289187991303,High Risk
852,Arts,Female,72,30.0,95,Medium,98.51376860818272,Low Risk
853,Health,Male,49,19.0,68,Low,62.30304675015877,Medium Risk
854,IT,Male,76,18.0,51,Low,60.196008626038726,Medium Risk
855,Health,Male,51,10.0,54,Medium,50.64100487823755,Medium Risk
856,Health,Male,93,2.0,93,Medium,53.93899152898939,Medium Risk
857,Engineering,Female,69,22.0,67,Medium,64.36179456909392,Medium Risk
858,Health,Male,66,6.0,51,High,43.52354740565668,High Risk
859,Business,Male,78,22.0,91,Low,87.64336222259307,Low Risk
860,Engineering,Male,48,6.0,35,Medium,32.97102051324065,High Risk
861,Business,Male,93,33.0,47,Low,83.35032802711088,Low Risk
862,IT,Female,60,18.0,61,Low,55.61252602438323,Medium Risk
863,Engineering,Female,51,8.0,93,High,59.571052413804935,Medium Risk
864,IT,Female,94,17.0,40,Low,70.96343755784675,Low Risk
865,Engineering,Male,68,24.0,57,Medium,72.72316015004469,Low Risk
866,Arts,Female,72,13.0,44,Medium,50.81126407333272,Medium Risk
867,Health,Male,82,24.0,85,Low,84.80294508359282,Low Risk
868,Arts,Female,92,18.0,53,Low,69.41510172764326,Low Risk
869,IT,Female,54,14.0,85,High,64.38952603018365,Medium Risk
870,Health,Female,41,15.0,76,Medium,62.07172016516245,Medium Risk
871,Engineering,Female,91,26.0,91,Medium,94.37686622302479,Low Risk
872,Health,Female,78,9.0,72,Low,57.73704841875069,Medium Risk
873,Business,Male,92,17.0,96,Low,68.3512743688666,Low Risk
874,Health,Female,83,18.0,41,Low,56.75143047304123,Medium Risk
875,Business,Male,93,27.0,84,Medium,81.46156562210653,Low Risk
876,Health,Male,57,20.0,86,Low,67.58303746577607,Low Risk
877,Business,Male,42,13.0,60,High,47.44233108956251,High Risk
878,IT,Male,46,32.0,60,High,60.03051406493205,Medium Risk
879,Arts,Male,82,9.0,53,Low,58.21199535650031,Medium Risk
880,Engineering,Female,57,18.0,43,High,35.34604746438561,High Risk
881,Health,Female,83,29.0,95,High,100.0,Low Risk
882,Arts,Female,77,21.0,54,High,74.11127480277791,Low Risk
883,Engineering,Female,76,2.0,84,High,52.833947654966124,Medium Risk
884,Engineering,Male,97,17.0,56,High,67.45655816338264,Low Risk
885,Business,Female,72,10.0,47,Medium,50.867831241523696,Medium Risk
886,IT,Female,83,1.0,46,Low,38.56503767206635,High Risk
887,IT,Male,98,17.0,44,High,58.05571488552162,Medium Risk
888,Arts,Male,70,5.0,99,Low,60.28600013379003,Medium Risk
889,IT,Female,97,28.0,64,High,81.73436369661421,Low Risk
890,Health,Female,50,29.0,42,Medium,62.688766380883834,Medium Risk
891,IT,Male,43,1.0,55,Medium,25.368833209876033,High Risk
892,Arts,Female,98,8.0,56,High,58.037418344801885,Medium Risk
893,IT,Female,57,1.0,52,High,37.38068647970486,High Risk
894,Health,Female,43,28.0,82,High,73.17309772813549,Low Risk
895,Business,Female,88,32.0,78,Medium,87.60501546738308,Low Risk
896,Arts,Male,73,9.0,43,Medium,53.67714665581622,Medium Risk
897,Business,Male,68,33.0,88,Low,85.37808467071069,Low Risk
898,Business,Male,63,7.0,60,Medium,48.963955440939145,High Risk
899,Business,Female,61,32.0,60,High,82.28378520355328,Low Risk
900,Engineering,Female,41,5.0,68,Low,41.12374315987812,High Risk
901,Engineering,Female,83,18.0,42,Medium,60.6867796048053,Medium Risk
902,Business,Female,45,31.0,44,Medium,62.42169218211062,Medium Risk
903,Arts,Female,81,26.0,82,High,89.02421876138159,Low Risk
904,Health,Male,64,0.0,89,Low,48.803652630482226,High Risk
905,Health,Female,94,32.0,88,Medium,100.0,Low Risk
906,IT,Female,96,31.0,74,Medium,88.1784726321176,Low Risk
907,Arts,Male,60,4.0,49,High,34.3932416593119,High Risk
908,Engineering,Female,94,16.0,52,Low,68.07623902344473,Low Risk
909,Business,Male,98,7.0,57,Low,55.22199299746606,Medium Risk
910,IT,Male,55,33.0,96,Low,90.12300539459498,Low Risk
911,Health,Male,70,8.0,80,Low,41.423573690457594,High Risk
912,Engineering,Male,53,22.0,73,High,65.68123157136968,Low Risk
913,Engineering,Male,78,34.0,49,Medium,75.19236820745512,Low Risk
914,Business,Female,67,6.0,87,Medium,50.77044788081233,Medium Risk
915,Health,Male,71,14.0,98,Low,67.68055398896121,Low Risk
916,Arts,Male,67,19.0,97,Low,71.5077811342441,Low Risk
917,Engineering,Female,90,17.0,50,Low,70.61208523089653,Low Risk
918,Business,Female,94,2.0,47,Medium,38.646041232290266,High Risk
919,Arts,Male,88,23.0,81,Medium,81.94764268155828,Low Risk
920,Health,Female,48,33.0,43,Low,73.94728871123473,Low Risk
921,Engineering,Female,97,21.0,97,High,87.83557098168697,Low Risk
922,Arts,Male,84,10.0,68,Medium,64.85393165537405,Medium Risk
923,Arts,Male,61,7.0,63,Medium,54.61737472768277,Medium Risk
924,Arts,Female,71,34.0,71,Low,90.96893707310507,Low Risk
925,Engineering,Male,44,7.0,77,High,59.070832156927835,Medium Risk
926,Engineering,Male,62,26.0,98,Low,78.50478801034441,Low Risk
927,IT,Female,44,27.0,58,Low,58.8890960890333,Medium Risk
928,Health,Male,81,33.0,68,High,89.10079388994842,Low Risk
929,Business,Male,92,31.0,82,High,94.6495973179444,Low Risk
930,Arts,Male,71,14.0,46,High,57.454051797694135,Medium Risk
931,IT,Male,98,16.0,57,Medium,78.2856947255015,Low Risk
932,Business,Male,49,32.0,47,Low,66.41821945279096,Low Risk
933,IT,Female,98,15.0,79,Medium,76.10693935787711,Low Risk
934,Engineering,Female,78,28.0,99,High,82.96767049109914,Low Risk
935,Arts,Male,97,8.0,81,Medium,79.06192674385575,Low Risk
936,Business,Female,54,32.0,92,High,81.58073047274533,Low Risk
937,Business,Male,46,28.0,39,High,56.400704431035024,Medium Risk
938,Business,Male,68,12.0,39,Low,45.16950065395054,High Risk
939,Business,Male,98,20.0,94,Low,80.43062484813397,Low Risk
940,Business,Male,86,20.0,55,Low,62.6733777069141,Medium Risk
941,IT,Male,42,4.0,58,Medium,34.157774302662844,High Risk
942,Arts,Female,58,9.0,52,Low,37.30522443169433,High Risk
943,Engineering,Female,49,5.0,55,High,34.73809247842057,High Risk
944,Engineering,Male,67,12.0,88,Low,75.7937786686857,Low Risk
945,Engineering,Female,68,0.0,44,Medium,40.21393086184821,High Risk
946,Engineering,Male,54,19.0,58,Low,62.955425060366316,Medium Risk
947,IT,Female,74,7.0,94,Low,69.86325272450148,Low Risk
948,Health,Male,45,9.0,91,Low,66.25480738617433,Low Risk
949,Arts,Female,51,17.0,57,Medium,33.421464691336936,High Risk
950,Business,Male,86,2.0,56,High,40.22070130828076,High Risk
951,Health,Male,77,10.0,68,High,53.07765803463188,Medium Risk
952,Engineering,Female,52,11.0,62,High,46.58162122106241,High Risk
953,Health,Female,68,9.0,73,Low,54.0465836564885,Medium Risk
954,Arts,Male,58,24.0,76,Low,67.71813468316375,Low Risk
955,Business,Female,42,24.0,57,Medium,60.26585347879233,Medium Risk
956,Business,Male,47,10.0,36,High,37.911772344471295,High Risk
957,Arts,Female,47,25.0,58,Low,57.56299122893051,Medium Risk
958,Arts,Female,94,13.0,51,Low,47.296707338074576,High Risk
959,Engineering,Male,97,0.0,99,Low,57.79278776772781,Medium Risk
960,Business,Female,59,3.0,94,Medium,50.60456808012454,Medium Risk
961,Health,Female,86,29.0,84,High,85.6175233791537,Low Risk
962,IT,Male,43,11.0,46,Medium,34.32199524413678,High Risk
963,IT,Female,90,34.0,81,High,89.80516120102148,Low Risk
964,Arts,Male,60,12.0,99,High,59.06407566908648,Medium Risk
965,Engineering,Male,42,30.0,61,Low,66.19508389071,Low Risk
966,IT,Male,84,22.0,82,Low,71.6614520298243,Low Risk
967,Business,Male,47,3.0,96,Low,45.906572061777204,High Risk
968,Arts,Male,62,15.0,78,Low,54.54789521406516,Medium Risk
969,Health,Female,55,6.0,53,Low,40.7289958265813,High Risk
970,Arts,Male,52,21.0,93,High,66.0513133802856,Low Risk
971,Health,Male,42,28.0,42,Low,63.540705600052576,Medium Risk
972,Arts,Female,87,10.0,89,Low,70.6851016001574,Low Risk
973,Arts,Female,48,32.0,81,Medium,77.53088879089815,Low Risk
974,Arts,Female,99,28.0,36,Medium,68.31508701593727,Low Risk
975,Health,Male,53,11.0,73,High,55.83312183189781,Medium Risk
976,Health,Male,52,6.0,79,High,53.994205336091824,Medium Risk
977,Arts,Male,92,25.0,66,Medium,79.05613047320979,Low Risk
978,IT,Female,96,8.0,99,Medium,81.87221113280158,Low Risk
979,Engineering,Male,46,33.0,72,Low,78.05782390844891,Low Risk
980,Engineering,Female,54,12.0,45,Low,50.631643305408204,Medium Risk
981,Engineering,Male,46,24.0,44,High,56.401392493215866,Medium Risk
982,Health,Female,77,23.0,93,Medium,85.00398671954184,Low Risk
983,Health,Male,73,16.0,89,High,65.86931260398495,Low Risk
984,IT,Male,80,1.0,54,Low,41.24960982072324,High Risk
985,Engineering,Male,61,12.0,51,High,51.44618132089428,Medium Risk
986,Engineering,Female,63,30.0,39,High,67.60259688934428,Low Risk
987,Arts,Female,88,28.0,94,High,93.14567093765947,Low Risk
988,Health,Male,76,27.0,57,Low,79.05235735367238,Low Risk
989,Engineering,Male,83,26.0,80,High,72.95017296910753,Low Risk
990,IT,Male,40,14.0,86,Low,51.65328471433823,Medium Risk
991,IT,Female,49,30.0,44,Medium,64.47743584644552,Medium Risk
992,Engineering,Male,82,14.0,80,High,63.653818209179235,Medium Risk
993,Health,Male,55,32.0,62,High,93.66660944773618,Low Risk
994,IT,Male,85,19.0,77,Low,76.44431771502083,Low Risk
995,Arts,Male,47,11.0,60,High,46.73001490641906,High Risk
996,IT,Female,95,8.0,89,Low,65.35718436149685,Low Risk
997,Business,Female,88,22.0,82,High,76.41902630084174,Low Risk
998,Business,Male,64,7.0,63,Medium,49.13084396789107,High Risk
999,Health,Male,89,31.0,61,Medium,82.82189159572755,Low Risk
1000,Engineering,Female,51,13.0,52,Medium,45.05980513183892,High Risk
1001,Health,Female,64,17.0,94,High,79.06108652088058,Low Risk
1002,Health,Male,56,24.0,55,High,70.51570745140758,Low Risk
1003,Health,Female,99,12.0,58,Medium,71.5070297759062,Low Risk
1004,Health,Female,65,20.0,37,Medium,55.96220387960926,Medium Risk
1005,Arts,Male,85,30.0,96,Low,84.05244163657957,Low Risk
1006,Arts,Female,87,4.0,36,Low,46.33101893983425,High Risk
1007,IT,Female,53,12.0,76,Medium,65.02569464966616,Low Risk
1008,Business,Male,80,27.0,68,Medium,85.71868661177427,Low Risk
1009,Health,Male,75,24.0,76,High,79.906555116858,Low Risk
1010,IT,Female,96,34.0,54,Medium,93.63453773171493,Low Risk
1011,Business,Male,62,6.0,79,Low,53.17030563487413,Medium Risk
1012,Engineering,Female,82,31.0,76,Low,89.06861781900223,Low Risk
1013,Arts,Male,45,2.0,81,Low,39.96534660204892,High Risk
1014,Business,Female,86,21.0,39,Low,64.30359273693428,Medium Risk
1015,Engineering,Male,44,7.0,83,Low,57.92720546382315,Medium Risk
1016,Business,Female,82,16.0,71,Low,63.51345953107865,Medium Risk
1017,Arts,Female,64,26.0,68,Medium,66.43133942321427,Low Risk
1018,Arts,Female,57,32.0,52,Low,71.08493363414217,Low Risk
1019,IT,Male,52,16.0,53,Low,50.390026777656004,Medium Risk
1020,Health,Male,82,11.0,74,Low,66.49488632642252,Low Risk
1021,Business,Female,53,26.0,51,Low,59.63044284431775,Medium Risk
1022,Business,Female,67,7.0,94,Medium,71.01063769361629,Low Risk
1023,Engineering,Male,57,22.0,76,High,60.16194341223367,Medium Risk
1024,Arts,Male,98,28.0,99,High,100.0,Low Risk
1025,Business,Male,99,19.0,87,High,76.46090463015138,Low Risk
1026,Arts,Male,96,15.0,41,High,48.87410359249586,High Risk
1027,Business,Male,67,16.0,39,Low,52.777250938093204,Medium Risk
1028,IT,Male,90,15.0,58,High,62.272352083916694,Medium Risk
1029,Health,Female,95,18.0,62,High,63.342343792581815,Medium Risk
1030,Business,Male,66,7.0,96,Medium,51.011738649708406,Medium Risk
1031,Arts,Female,71,28.0,51,Medium,69.89983527637126,Low Risk
1032,IT,Male,86,25.0,54,Medium,78.05502134974292,Low Risk
1033,Business,Male,48,30.0,37,Low,63.85972095851866,Medium Risk
1034,Engineering,Female,79,11.0,71,Low,60.99023989303559,Medium Risk
1035,Health,Female,71,16.0,49,Low,58.92308543930641,Medium Risk
1036,Business,Male,59,14.0,85,Medium,62.68671520573285,Medium Risk
1037,IT,Female,67,8.0,82,High,49.02165454181777,High Risk
1038,Engineering,Female,72,11.0,42,Medium,39.874636088659344,High Risk
1039,IT,Female,43,31.0,47,Low,62.23098882609193,Medium Risk
1040,IT,Female,85,24.0,82,Medium,79.63608028180356,Low Risk
1041,Engineering,Male,96,17.0,37,High,65.55589607104059,Low Risk
1042,IT,Female,73,14.0,99,Low,76.49382534264849,Low Risk
1043,Engineering,Male,87,31.0,65,High,86.58079809455369,Low Risk
1044,Business,Male,42,5.0,60,High,37.418303721536915,High Risk
1045,Engineering,Male,65,34.0,90,Low,80.11608697933917,Low Risk
1046,Engineering,Male,47,33.0,68,High,76.67242682239615,Low Risk
1047,Health,Female,45,4.0,43,Medium,36.101015879573005,High Risk
1048,Engineering,Female,55,17.0,96,High,54.468811225133884,Medium Risk
1049,Engineering,Male,63,15.0,47,High,46.84397088050402,High Risk
1050,Business,Male,87,7.0,75,High,55.90367373563662,Medium Risk
1051,Health,Male,78,24.0,35,Medium,62.760101206740615,Medium Risk
1052,Arts,Male,69,31.0,81,High,78.32983740340585,Low Risk
1053,Business,Female,84,25.0,38,High,65.77119258705216,Low Risk
1054,Business,Male,52,21.0,97,Medium,71.38679035788205,Low Risk
1055,Arts,Female,44,30.0,86,Low,75.34510317077363,Low Risk
1056,Engineering,Male,64,9.0,44,Low,40.20163423779552,High Risk
1057,IT,Male,59,11.0,62,Low,47.666089675599935,High Risk
1058,Health,Male,93,27.0,40,High,65.11839764131584,Low Risk
1059,IT,Male,57,5.0,61,Low,46.23040464344299,High Risk
1060,Arts,Female,86,19.0,46,Medium,66.22661577154821,Low Risk
1061,Business,Female,57,4.0,96,High,50.47629229924795,Medium Risk
1062,Business,Female,41,22.0,86,High,75.72384057610226,Low Risk
1063,Health,Male,49,8.0,82,High,50.31239131534771,Medium Risk
1064,Business,Male,94,28.0,80,Low,96.18111374277936,Low Risk
1065,Business,Female,84,15.0,49,Low,54.99723695701037,Medium Risk
1066,Health,Female,89,21.0,70,Low,62.140533340403394,Medium Risk
1067,Health,Male,86,7.0,48,High,52.71318694947411,Medium Risk
1068,Arts,Male,51,19.0,37,Medium,50.641270630713926,Medium Risk
1069,Business,Female,86,13.0,53,High,58.85636277184549,Medium Risk
1070,Business,Male,52,33.0,88,Medium,78.84660512933607,Low Risk
1071,Arts,Male,89,17.0,44,High,52.89256664708508,Medium Risk
1072,Engineering,Female,86,32.0,67,Medium,81.38244325278283,Low Risk
1073,Engineering,Male,96,30.0,47,High,76.43590260200949,Low Risk
1074,Engineering,Female,94,33.0,85,High,99.29979353459045,Low Risk
1075,Arts,Male,50,6.0,66,Medium,45.80530337718056,High Risk
1076,Business,Female,58,22.0,58,Medium,65.55970832399186,Low Risk
1077,Arts,Male,74,6.0,69,Medium,51.55878896024526,Medium Risk
1078,Arts,Female,78,17.0,74,Medium,73.64789592517135,Low Risk
1079,Engineering,Female,92,2.0,88,Medium,53.679104814668136,Medium Risk
1080,IT,Female,65,17.0,78,Medium,65.47978032459082,Low Risk
1081,Business,Female,85,33.0,96,Medium,75.47331266646518,Low Risk
1082,Engineering,Male,53,29.0,67,Medium,67.7086682021662,Low Risk
1083,IT,Male,93,17.0,90,High,76.50875493685497,Low Risk
1084,IT,Female,84,9.0,70,Medium,62.98204192562094,Medium Risk
1085,Health,Male,83,34.0,88,Medium,91.48793273485025,Low Risk
1086,Business,Male,63,19.0,53,High,60.43604125346999,Medium Risk
1087,IT,Male,80,17.0,77,High,56.57126803165853,Medium Risk
1088,Engineering,Male,40,26.0,46,Low,56.3589788867583,Medium Risk
1089,Health,Male,90,22.0,45,Low,56.87298324251958,Medium Risk
1090,Business,Female,82,31.0,46,Medium,67.550178906044,Low Risk
1091,Arts,Female,94,9.0,75,Medium,63.227006712816845,Medium Risk
1092,Engineering,Female,61,10.0,59,Low,57.60758392724133,Medium Risk
1093,IT,Female,62,5.0,37,Low,39.27724058082035,High Risk
1094,IT,Male,95,33.0,37,Medium,77.8593859828227,Low Risk
1095,Engineering,Male,93,16.0,62,Low,67.08281766319737,Low Risk
1096,IT,Female,58,11.0,57,Medium,45.16822664077319,High Risk
1097,Health,Male,57,20.0,82,High,64.5360995197639,Medium Risk
1098,Business,Male,51,18.0,76,High,64.26425627282478,Medium Risk
1099,Health,Female,94,2.0,74,Low,47.98783688933303,High Risk
1100,IT,Male,67,17.0,40,High,56.358324301698126,Medium Risk
1101,Arts,Female,67,18.0,54,High,56.46895759728688,Medium Risk
1102,Business,Female,99,5.0,45,High,55.90334244921739,Medium Risk
1103,Business,Male,98,15.0,61,High,73.0165607433925,Low Risk
1104,Engineering,Male,72,7.0,55,Medium,38.51149592496556,High Risk
1105,Engineering,Female,58,17.0,47,Medium,49.06051542063669,High Risk
1106,Arts,Female,67,11.0,69,Low,51.21683387235626,Medium Risk
1107,Business,Male,98,9.0,81,High,56.77363220956115,Medium Risk
1108,Arts,Female,91,6.0,62,High,49.40480034274354,High Risk
1109,Engineering,Female,88,0.0,55,High,60.29753507159204,Medium Risk
1110,Engineering,Female,76,20.0,52,Low,66.65705937727463,Low Risk
1111,Business,Male,65,23.0,65,Medium,79.05372781163452,Low Risk
1112,Health,Female,74,24.0,94,High,86.47459064011001,Low Risk
1113,IT,Male,73,6.0,71,Medium,48.89894103394915,High Risk
1114,Engineering,Female,74,16.0,55,Low,56.75937281995574,Medium Risk
1115,Engineering,Male,79,28.0,48,Medium,74.83061708144186,Low Risk
1116,Health,Female,55,29.0,94,High,83.92503722083822,Low Risk
1117,Health,Male,77,6.0,57,Medium,46.18594790575,High Risk
1118,Arts,Male,52,32.0,63,Medium,63.79004097652475,Medium Risk
1119,Arts,Male,62,6.0,81,Low,73.27656712433243,Low Risk
1120,IT,Female,99,23.0,64,Low,76.55310196594316,Low Risk
1121,IT,Female,93,10.0,72,Low,62.14556664090428,Medium Risk
1122,Business,Female,61,8.0,61,Low,49.13000678343182,High Risk
1123,Arts,Male,55,11.0,49,Medium,44.29362846413383,High Risk
1124,Engineering,Female,67,34.0,93,Medium,90.7863734462329,Low Risk
1125,Arts,Male,87,3.0,37,Low,50.07168371669851,Medium Risk
1126,Engineering,Female,74,27.0,44,Low,66.55270912188145,Low Risk
1127,Health,Male,99,12.0,51,High,53.77373736403343,Medium Risk
1128,Arts,Male,84,22.0,45,High,64.18013723312833,Medium Risk
1129,Health,Male,85,18.0,82,Low,71.21358931154053,Low Risk
1130,IT,Female,47,17.0,39,Medium,61.593393623481106,Medium Risk
1131,IT,Female,83,15.0,98,Low,82.7267143884254,Low Risk
1132,Business,Female,94,32.0,48,Medium,80.8451500025848,Low Risk
1133,Arts,Male,94,11.0,84,Medium,62.02758487108445,Medium Risk
1134,Health,Male,61,33.0,60,High,68.24464641936032,Low Risk
1135,Engineering,Female,60,6.0,41,Low,39.04073956950732,High Risk
1136,IT,Female,65,10.0,50,Low,50.01793781592769,Medium Risk
1137,IT,Female,79,30.0,89,Medium,85.60226308404367,Low Risk
1138,Engineering,Male,60,28.0,90,Low,77.4189824947566,Low Risk
1139,Health,Male,64,12.0,38,High,42.14320460092812,High Risk
1140,Health,Male,80,30.0,82,High,85.55963623853633,Low Risk
1141,Arts,Male,40,1.0,51,Low,16.65342588756161,High Risk
1142,Arts,Male,45,14.0,70,Low,46.79204022738175,High Risk
1143,Business,Female,62,10.0,72,High,51.0376949273159,Medium Risk
1144,IT,Male,90,33.0,96,Low,100.0,Low Risk
1145,Arts,Male,62,3.0,82,Medium,45.717118148426415,High Risk
1146,Health,Male,82,10.0,44,Low,52.08280885098724,Medium Risk
1147,Engineering,Male,82,28.0,70,Medium,81.25925650558598,Low Risk
1148,Health,Male,62,1.0,63,Low,49.537499033964565,High Risk
1149,IT,Female,71,17.0,38,Low,58.675464441784904,Medium Risk
1150,Health,Male,69,12.0,78,High,60.854982187230505,Medium Risk
1151,Business,Male,52,16.0,90,Medium,61.84709155286333,Medium Risk
1152,IT,Male,82,20.0,76,High,69.21700138304584,Low Risk
1153,Engineering,Female,57,18.0,47,Low,51.90362066520531,Medium Risk
1154,Business,Female,62,6.0,80,High,50.59579987405839,Medium Risk
1155,IT,Female,54,7.0,67,Low,50.67176445614939,Medium Risk
1156,Engineering,Male,72,12.0,55,Low,56.571858904911224,Medium Risk
1157,Business,Female,60,1.0,91,Low,54.50080714687009,Medium Risk
1158,Business,Male,96,10.0,82,Medium,76.05570226861701,Low Risk
1159,IT,Male,78,23.0,67,Medium,83.32721472840106,Low Risk
1160,Arts,Female,62,5.0,70,Medium,49.347980360445334,High Risk
1161,Business,Male,66,25.0,67,High,77.34678262837392,Low Risk
1162,Business,Male,84,6.0,65,Low,52.440038896994714,Medium Risk
1163,Engineering,Male,83,18.0,55,High,71.0600419014981,Low Risk
